shopid,commentid,comment
407,18,价格偏高，份量吝啬，性价比低，让顾客感受不到物超所值。
407,19,服务态度冷漠，用餐环境吵闹肮脏，影响用餐心情，顾客体验差。
407,20,汉堡油腻过多，不健康，缺乏营养，不适合长期食用，需注意健康问题。
501,1,位置离实验楼很近，下课来吃很方便
501,2,效率高，出餐速度快，不耽误上课
501,3,价格实惠，性价比高
501,4,自选方式方便，效率高，满足个性化需求
501,5,菜品丰富多样，健康又美味，赞一个
501,6,菜单很少更新
501,7,部分菜品口味偏咸，希望能有所调整。
501,8,排队快，用餐高峰可能没有座位
501,9,自选效率高，不用排队等太久
501,10,健康美味两不误
501,11,适合不吃猪肉的同学
501,12,很好吃
501,13,菜品创新不够多，希望推出更多新口味
501,14,自选健康又美味，每次吃饭都很放心
501,15,分量足
501,16,口味地道
501,17,可以自选荤素搭配，很健康
501,18,用餐高峰人有点多，但排队很快
501,19,还有新疆大盘鸡，性价比高
501,20,鸡腿很好吃
502,1,每天都有新鲜出炉的早餐
502,2,提供了多种健康早餐的选择
502,3,小米粥好喝，还有下粥菜
502,4,豆浆有点太甜了
502,5,早餐种类丰富
502,6,去晚了可能会有一些卖完了
502,7,经常来吃，早上人不是很多
502,8,分量足，能吃饱
502,9,有很多选择
502,10,有时早饭会冷掉，希望改进保温措施
502,11,红枣豆浆yyds
502,12,价格实惠，性价比高
502,13,排队人少，不耽误时间
502,14,每天都是那几样，没有新菜品
502,15,好吃
502,16,供应时间太短了，可以延长营业时间
502,17,"牛肉饼馅料多 喜欢"
502,18,早上经常来这里吃
502,19,人不多
502,20,品种齐全
601,1,土豆烧鸡每次必点
601,2,干锅土豆片下饭神器
601,3,菜品新鲜
601,4,价格公道，品质有保障
601,5,口感都很好，每次用餐都很满意
601,6,选择多，营养丰富
601,7,青菜清炒健康又美味
601,8,效率很高，不怎么排队
601,9,价格合理，性价比高
601,10,二楼店很多，高峰期座位难找
601,11,味道浓郁，下饭
601,12,色香味俱全
601,13,有时过于油腻
601,14,所有菜都很下饭
601,15,中午经常来吃
601,16,菜真的不错
601,17,推荐！
601,18,没有菜单，每天固定几个菜
601,19,有荤有素，健康
601,20,肉沫茄子软糯入味，配饭吃很香
602,1,店里的汉堡种类多，总有一款适合自己。
602,2,价格合理，性价比高，学生党的首选
602,3,有自己特定的位置，不用去外面挤
602,4,店里的套餐优惠力度大，很划算
602,5,出餐速度快
602,6,卫生状况好
602,7,每次都点套餐，方便
602,8,服务员态度热情
602,9,堂食和外带都很方便
602,10,店内环境整洁
602,11,时蔬牛肉堡，营养均衡
602,12,薯条香脆可口，是汉堡的最佳搭档
602,13,店内座位舒适，用餐体验很棒
602,14,环境很好
602,15,经常点了外带，速度很快
602,16,套餐搭配不够灵活，希望能提供更多选择
602,17,香辣鸡腿堡推荐
602,18,打着国潮的名号，没有实质性的创新
602,19,营业时间长，出餐快
602,20,不用等很久
603,1,可以选意面或者米饭，都很好吃
603,2,牛排铁板意面肉质鲜嫩，烹饪得恰到好处。
603,3,服务态度特别好
603,4,铁板意面的酱汁浓郁
603,5,上菜速度有点慢
603,6,口感和味道都很棒
603,7,意面口感劲道
603,8,有时等位时间太长
603,9,酱汁有很多选择
603,10,店铺位置便利，下课后就能快速吃到
603,11,火候掌握得很好，每次吃都很满意
603,12,摆盘很精美
603,13,看上去很有食欲
603,14,希望可以多加一些蔬菜
603,15,牛排有点老了
603,16,铁板很烫需要注意
603,17,肉的量有点少
603,18,酱汁味道很好
603,19,个人更喜欢意面
603,20,希望推出更多新口味
604,1,真材实料，口感绝佳，每次必点
604,2,面食种类丰富，口味多样，每次都能找到喜欢的
604,3,可以自己加葱花香菜等调味品
604,4,汤底鲜美，面条爽滑
604,5,部分拌面的酱料过于浓重，掩盖了食材本身的味道
604,6,性价比高
604,7,酱料的口味过于单一
604,8,可以选粉或者面，很少踩雷
604,9,可以自己加葱和香菜，味道更佳
604,10,店里的卫生状况有待提升，桌面有时不太干净
604,11,有时没法及时补充调味料
604,12,麻辣牛肉拌面牛肉鲜嫩多汁，麻辣味十足，每次吃都过瘾
604,13,推荐简单的麻酱拌粉，可以自己加葱和香菜
604,14,有的浇头用的料理包，不是新鲜制作的
604,15,椒麻鸡丝拌面麻辣鲜香，特别开胃
604,16,面条劲道
604,17,葱油拌面简单却美味
604,18,配菜选择丰富，有火腿肠煎蛋等
604,19,口味偏咸
604,20,面的分量很足，价格也很实惠
605,1,味道正宗，麻辣鲜香
605,2,食材新鲜，米线口感滑爽，汤底浓郁
605,3,配菜种类很丰富
605,4,很大一碗，份量很足
605,5,麻辣米线有点太辣了，不能吃辣的不要轻易尝试
605,6,番茄鸡蛋米线非常适合不喜欢辣味的朋友
605,7,配菜很入味
605,8,口味比较重
605,9,米线细软有弹性
605,10,金汤鱼片火锅米线鱼片鲜嫩
605,11,服务态度特别好
605,12,配菜铺满碗底，有豆芽等
605,13,口感和味道不够稳定
605,14,重庆酸辣粉酸辣味恰到好处
605,15,辣度有点过
605,16,出餐很快
605,17,味道不够均衡，有时偏咸或偏辣
605,18,经常来吃
605,19,食材的新鲜程度有时不稳定，希望能加强食材管理
605,20,米线有时煮得太软，失去了应有的口感
606,1,连锁品牌，和外面卖的一样好吃
606,2,正新鸡排口感酥脆，肉质鲜嫩多汁，每次必点
606,3,鸡排炸得金黄酥脆
606,4,人多的时候等待时间有些长
606,5,鸡排外酥里嫩
606,6,学校里开了连锁品牌正新鸡排，不用点校外外卖了
606,7,喜欢正新鸡排这个品牌，不仅因为味道好，更因为品质有保障，吃得放心。
606,8,口味创新不足
606,9,有时炸得过干
606,10,鸡排的分量真的很足，每次都能吃得饱饱的，而且口感也很棒，真的是物美价廉。
606,11,卫生状况有待提升
606,12,小牛肉串量很大，很香
606,13,鸡排炸得恰到好处，外皮金黄酥脆，里面的肉鲜嫩多汁
606,14,拉丝芝士棒外酥里嫩，芝士味浓郁，每一口都能感受到满满的幸福感
606,15,作为连锁品牌，正新鸡排有时在口味上会出现差异，希望品牌方能加强品控。
606,16,今天的正新鸡排口感有些油腻，希望能减少炸制时的油量
606,17,鸡排炸得过火了，有些焦黑，影响口感和食欲。
606,18,鸡排内裹满芝士，咬一口即能感受到芝士的爆浆口感，搭配鸡排的鲜嫩，让人回味无穷。
606,19,鸡腿口感鲜嫩多汁，蜜汁的甜味与鸡肉的鲜美完美结合，是甜食爱好者的最佳选择。
606,20,鱿鱼须搭配特制酱料，味道鲜美
607,1,蔬香孜然鸡茶泡饭味道清新，蔬菜搭配鸡肉，健康又美味
607,2,食堂的茶泡饭价格适中，分量也足够，性价比非常高。
607,3,茶可以倒进饭里也可以单独喝，吃法多样
607,4,咖喱汤汁有点少，米饭不够入味
607,5,黑椒鸡茶泡饭黑椒味浓郁，鸡肉口感鲜嫩
607,6,口味多样，无论是喜欢辣的还是清淡的，都能找到适合自己的口味
607,7,味道清香，茶香与饭香相得益彰
607,8,辣子鸡茶泡饭辣得恰到好处
607,9,当红绝味鸡茶泡饭的鸡肉口感有些柴，不太好吃。
607,10,茶可以续杯
607,11,工作人员服务态度很热情
607,12,食堂的茶泡饭种类繁多，每次来都能找到新的口味尝试
607,13,咖喱鸡茶泡饭咖喱味浓郁，鸡肉口感嫩滑多汁，吃得超级满足！
607,14,配菜也很入味
607,15,价格适中，口感也相当不错，性价比很高
607,16,香酥鸡茶泡饭的鸡肉外皮不够酥脆，口感欠佳。
607,17,是食堂的一大特色
607,18,分量虽然足，但有时候感觉米饭有些硬
607,19,茶可以综合汤汁的咸味，恰到好处
607,20,推荐咖喱鸡茶泡饭！
608,1,牛肉饭真的是一绝，牛肉鲜嫩多汁，米饭也香糯可口，每次吃都超级满足！
608,2,这家真的是我的最爱，价格实惠又好吃
608,3,咖喱牛肉的味道浓郁，牛肉炖得很烂，入口即化，真是美味极了。
608,4,土豆酱肉这道菜真是让人惊艳，土豆炖得软糯，酱肉香浓，简直是下饭神器。
608,5,手撕鸡的口感特别鲜嫩，鸡肉撕得很细，入味十足，每次吃都停不下来。
608,6,牛肉拼茄子的组合真的很赞，牛肉鲜嫩，茄子软糯，搭配在一起味道超级好。
608,7,F+牛肉饭不仅味道好，而且出餐速度也很快，非常适合忙碌的大学生。
608,8,味道和品质都超出我的预期
608,9,鸡扒有点干，口感不太好
608,10,每一口都是满满的幸福感
608,11,海苔照烧鸡的鸡肉鲜嫩多汁，海苔的加入让整道菜口感更丰富，真的很棒！
608,12,出餐速度很快，好评
608,13,手撕鸡的鸡肉有点柴
608,14,米饭也很讲究，粒粒分明，口感极佳
608,15,鸡肉切得大小均匀，调味也刚刚好，非常开胃下饭
608,16,鸡肉类的菜品也很不错，特别是黑椒鸡扒
608,17,巴西烤香鸡的味道有点怪，不太符合我的口味。
608,18,汤汁浓郁
608,19,土豆酱肉里的土豆炖得太烂了，失去了原有的口感。
608,20,米饭软糯适中，配上鲜嫩的牛肉，真是美味极了
609,1,他们家的烤盘饭真是色香味俱全，自选食材十分自由
609,2,烤盘饭的烧烤味很足，吃起来特别过瘾
609,3,食材的搭配非常丰富，可以根据自己的口味进行挑选
609,4,他们家的孜然调料真是太香了
609,5,食材新鲜，种类丰富，每次都能选出自己喜欢的菜品，非常满意。
609,6,可以自由选择辣或者是不辣，满足不同口味
609,7,送一份小天汤，非常皆可好喝
609,8,无论是素菜还是荤菜味道都非常好，真的很喜欢。
609,9,价格实惠，味道又好，真的是食堂里的高性价比美食。
609,10,他们家的服务态度很好，每次去都能感受到员工的热情和耐心。
609,11,方便面之类的菜品有时候会特别干，失去了口感
609,12,我特别喜欢他们家的孜然香味，每次吃都能让我食欲大增。
609,13,烤盘饭的口味过于单一，吃多了会腻
609,14,出餐速度特别快
609,15,可以选择自己要吃的份量，减少浪费
609,16,有时候烤盘饭的调料放得太多了，会感觉有点呛人。
609,17,土豆特别软糯好吃，香！
609,18,烤盘饭的口味过于油腻，不是很喜欢
609,19,荤菜和素菜的选择很多
609,20,米饭和送的甜汤都是点睛之笔
610,1,麻辣香锅的调料特别入味
610,2,特别喜欢他们家的麻辣拌，食材新鲜，味道浓郁。
610,3,麻辣烫的汤底味道醇厚，配上各种食材，简直是美味。
610,4,麻辣香锅里的豆制品特别入味，每次必点。
610,5,蔬菜在麻辣烫里煮得太久，失去了原有的脆嫩口感
610,6,他们家的荤菜种类很多，而且都很新鲜，吃起来很放心。
610,7,麻辣香锅的口味偏咸，希望能调整一下调料配比
610,8,按照不同的类别进行计价的计价方式非常合理
610,9,麻辣烫汤底有很多选择，都很好吃
610,10,米饭口感软糯适中，搭配麻辣香锅简直是完美
610,11,鑫向隆的价格非常实惠，而且食材都是按重量计价，吃多少拿多少，不用担心浪费。
610,12,有时候感觉麻辣香锅的炒制火候不够，食材还没入味
610,13,计价方式方便，在选菜时可以清晰地看到每类食材的价格，根据自己的口味和预算进行搭配
610,14,食材新鲜，分类计算价格更合理
610,15,麻辣香锅里的某些食材炒得过火，有点焦糊的味道。
610,16,营业时间很长
610,17,食材长时间暴露在外面可能会有卫生问题
610,18,自选菜吃多少拿多少，避免了浪费
610,19,有时候感觉他们的食材不够新鲜，有些荤菜吃起来有点腥味
610,20,豆制品和青菜，炒得特别入味
